N,country,state,city,lat,lon,dist
1,United States,NC,Denver,35.5312452,-81.0297994,3678.638154
46,United States,NC,Durham,35.996653,-78.9018053,3849.328372
1,United States,NC,Elizabeth City,36.2956836,-76.2247697,4071.54101
1,United States,NC,Fort Bragg,35.1422775,-78.99872789,3867.913218
9,United States,NC,Greensboro,36.0726355,-79.7919754,3769.838838
2,United States,NC,Greenville,35.612661,-77.3663538,3994.492873
1,United States,NC,High point,35.9556924,-80.0053176,3754.831508
1,United States,NC,Merced,37.3029568,-120.4843269,171.7658519
2,United States,NC,Morrisville,35.824341,-78.8300321,3860.855801
1,United States,NC,Otto,35.0600921,-83.3876547,3487.274147
50,United States,NC,Raleigh,35.7803977,-78.6390989,3878.788703
13,United States,NC,Research Triangle Park,35.89212155,-78.86968134,3855.320711
1,United States,NC,Swannanoa,35.5978935,-82.3998431,3557.160746
1,United States,NC,Wanchese,35.8426729,-75.6385055,4136.561664
9,United States,NC,Wilmington,34.2257282,-77.9447107,3991.029448
1,United States,ND,Bismarck,46.808327,-100.783739,2044.839367
6,United States,ND,Fargo,46.877229,-96.789821,2334.637546
18,United States,ND,Grand Forks,47.9078244,-97.0592028,2351.275903
1,United States,ND,Jamestown,46.910544,-98.708436,2196.836026
1,United States,ND,Mandan,46.826415,-100.889704,2038.114529
2,United States,NE,Bellevue,41.1366494,-95.8907373,2306.57681
33,United States,NE,Lincoln,40.8,-96.667821,2240.620085
5,United States,NE,Omaha,41.2587459,-95.9383758,2302.866985
1,United States,NH,Alexandria,43.61172,-71.792908,4265.434893
93,United States,NH,Durham,43.134564,-70.927048,4343.325349
66,United States,NH,Hanover,43.703622,-72.288666,4224.36134
1,United States,NH,Morgantown,39.6296809,-79.9559437,3666.947022
2,United States,NH,Nashua,42.7653662,-71.467566,4307.015098
1,United States,NH,Pembroke,43.14709,-71.457825,4300.535244
1,United States,NH,Plymouth,43.757209,-71.688538,4271.274934
1,United States,NH,West Thornton,43.9359021,-71.6875798,4268.369204
9,United States,NJ,Edison,40.5382375,-74.39451735,4113.689505
1,United States,NJ,Galloway,39.4646097,-74.4986142,4130.110905
4,United States,NJ,Glassboro,39.7027677,-75.1119434,4072.933233
1,United States,NJ,Hanover,40.8174216,-74.3954057,4107.537762
1,United States,NJ,Highlands,40.40372,-73.991527,4150.179042
1,United States,NJ,Hoboken,40.7433066,-74.0323752,4139.199577
1,United States,NJ,Lyndhurst,40.8120247,-74.1242816,4130.094037
8,United States,NJ,Montclair,40.8164458,-74.2210643,4121.989127
32,United States,NJ,New Brunswick,40.4862174,-74.4518173,4110.083371
1,United States,NJ,New Lisbon,39.9581699,-74.6279344,4107.436354
17,United States,NJ,Newark,40.735657,-74.1723667,4127.774048
12,United States,NJ,Piscataway,40.5462553,-74.4660408,4107.574365
142,United States,NJ,Princeton,40.3492744,-74.6592958,4095.883043
1,United States,NJ,Seattle,40.0890765,-74.123539,4146.464901
1,United States,NJ,South River,40.446495,-74.3859831,4116.438017
1,United States,NJ,Teaneck,40.8860164,-74.0072568,4138.172432
1,United States,NJ,Wayne,40.9491723,-74.2376802,4117.773379
2,United States,NJ,West Long Branch,40.2903891,-74.0176381,4150.605046
1,United States,NM,Alamos,35.81831485,-106.265428,1451.988368
94,United States,NM,Albuquerque,35.0841034,-106.6509851,1438.181394
1,United States,NM,Boulder,32.770288,-108.148798,1401.802837
1,United States,NM,Clovis,34.405472,-103.2050709,1762.079002
1,United States,NM,Crownpoint,35.679,-108.1472048,1289.843925
3,United States,NM,Gallup,35.5283573,-108.7439489,1241.580575
8,United States,NM,Kirtland AFB,34.99806195,-106.5156776,1452.684505
20,United States,NM,Las Cruces,32.3140354,-106.7798078,1539.420564
119,United States,NM,Los Alamos,35.8814009,-106.2989958,1447.504946
47,United States,NM,Socorro,34.0572858,-106.8930799,1452.401867
1,United States,NM,White Sands Missile,32.5629877,-106.5698765,1544.909371
1,United States,NM,Zuni,35.5346578,-108.6362939,1250.843787
2,United States,NV,Boulder City,35.9787638,-114.8337739,697.839421
1,United States,NV,Carson City,39.1648969,-119.7665825,285.641341
18,United States,NV,Las Vegas,36.1662859,-115.149225,664.6194956
83,United States,NV,Reno,39.52927,-119.8136744,308.1529319
1,United States,NV,Winnemucca,40.9729584,-117.7356849,546.7894956
36,United States,NY,Albany,42.6511674,-73.754968,4124.337947
1,United States,NY,Armonk,41.1264847,-73.7139777,4157.227901
1,United States,NY,Bayside,40.7684351,-73.7770774,4159.777838
12,United States,NY,Binghamton,42.096968,-75.914341,3958.077155
1,United States,NY,Boulder,40.8712552,-72.7424531,4242.963403
1,United States,NY,Brockport,43.213671,-77.93918,3777.578707
7,United States,NY,Bronx,40.85048545,-73.84040356,4152.738563
5,United States,NY,Brooklyn,40.6501038,-73.9495823,4148.114823
33,United States,NY,Buffalo,42.8867166,-78.8783922,3705.237223
1,United States,NY,Chester,41.3625937,-74.2712613,4106.441573
1,United States,NY,Clifton Park,42.8656325,-73.7709535,4119.358403
4,United States,NY,Clinton,44.7278943,-73.6686982,4100.287445
11,United States,NY,Flushing,40.7654301,-73.8174291,4156.505183
1,United States,NY,Fredonia,42.440058,-79.331711,3673.596467
2,United States,NY,Geneva,42.8690271,-76.9786122,3859.68207
1,United States,NY,Greenbelt,40.7479216,-73.1558229,4211.620729
4,United States,NY,Hamilton,43.6307863,-74.4659275,4051.553783
1,United States,NY,Holbrook,40.8123205,-73.078443,4216.558666
80,United States,NY,Ithaca,42.4396039,-76.4968019,3905.043379
2,United States,NY,Jamaica,40.6914852,-73.8056771,4159.115931
1,United States,NY,Kinderhook,42.3953617,-73.6978983,4133.523404
1,United States,NY,Loudonville,42.7048009,-73.7548424,4123.414916
1,United States,NY,Millbrook,41.7870861,-73.7149605,4143.631879
4,United States,NY,New Paltz,41.7464972,-74.0844894,4114.175563
152,United States,NY,New York,40.7127281,-74.0060152,4142.05432
1,United States,NY,Oneonta,42.453492,-75.0629531,4021.559594
2,United States,NY,Oswego,43.4112973,-76.1279841,3921.183327
158,United States,NY,Palisades,41.0111793,-73.91346,4143.231989
1,United States,NY,Port Washington,40.8256561,-73.6981858,4165.041586
3,United States,NY,Potsdam,44.6697996,-74.9813349,3997.497084
4,United States,NY,Poughkeepsie,41.7065779,-73.9284101,4127.739234
26,United States,NY,Rochester,43.157285,-77.615214,3804.432841
1,United States,NY,Saratoga Springs,43.0821793,-73.7853915,4114.59161
1,United States,NY,Schenectady,42.8142432,-73.9395687,4106.602123
1,United States,NY,Staten Island,40.5834557,-74.1496048,4133.011804
25,United States,NY,Stony Brook,40.9256538,-73.140943,4208.857423
1,United States,NY,Suffern,41.1151372,-74.1493948,4121.565515
2,United States,NY,Syosset,40.8262101,-73.502068,4181.242261
37,United States,NY,Syracuse,43.0481221,-76.1474244,3924.514463
13,United States,NY,Troy,42.7284117,-73.6917878,4128.107448
1,United States,NY,Tupper Lake,44.224044,-74.464302,4043.691145
21,United States,NY,Upton,40.869543,-72.8867697,4231.092613
1,United States,NY,Washington,43.2294536,-73.4471343,4139.396679
1,United States,NY,West Point,40.722229,-73.536566,4180.707097
1,United States,NY,Yonkers,40.9312099,-73.8987469,4146.164483
3,United States,NY,Yorktown Heights,41.2709274,-73.7776336,4148.942882
1,United States,OH,Ada,38.8398935,-83.5051704,3380.917338
4,United States,OH,Akron,41.083064,-81.518485,3510.968685
3,United States,OH,Athens,39.3289242,-82.1012479,3491.098182
6,United States,OH,Bellbrook,39.6358399,-84.0701766,3318.433004
1,United States,OH,Berkeley,39.949462,-82.956939,3407.564059
5,United States,OH,Bowling Green,41.3747744,-83.6513229,3329.621073
15,United States,OH,Cincinnati,39.1014537,-84.5124602,3289.976441
6,United States,OH,Cleveland,41.5051613,-81.6934446,3490.746682
76,United States,OH,Columbus,39.9622601,-83.0007065,3403.655319
10,United States,OH,Dayton,39.7589478,-84.1916069,3306.129261
2,United States,OH,Delaware,40.2986724,-83.067965,3392.668903
11,United States,OH,Kent,41.1536674,-81.357886,3523.347118
1,United States,OH,Middletown,39.5150576,-84.3982763,3292.559732
12,United States,OH,Oxford,39.5103048,-84.7420519,3263.402507
1,United States,OH,Ravenna,41.157557,-81.242047,3532.935659
1,United States,OH,Tiffin,41.114485,-83.1779537,3372.148434
3,United States,OH,Toledo,41.6786754,-83.5127283,3337.881705
4,United States,OH,Wooster,40.7991766,-81.9383187,3480.009961
1,United States,OH,Worthington,40.0930945,-83.0179593,3400.086287
5,United States,OH,Wright-Patterson AFB,39.82030925,-84.05101747,3317.067353
1,United States,OK,Bartlesville,36.7494864,-95.9782966,2338.954365
2,United States,OK,El Reno,35.532198,-97.9550578,2192.479245
88,United States,OK,Norman,35.2225717,-97.4394816,2246.147486
2,United States,OK,Oklahoma City,35.4729886,-97.5170536,2232.657972
1,United States,OK,Okmulgee,35.6677078,-95.9690122,2364.248814
19,United States,OK,Stillwater,36.1156306,-97.0585717,2257.455813
4,United States,OK,Tulsa,36.1556805,-95.9929113,2350.409604
4,United States,OR,Albany,44.6365071,-123.1059324,781.3023243
1,United States,OR,Beaverton,45.4871723,-122.8037804,874.191951
145,United States,OR,Corvallis,44.5645659,-123.2620435,774.4693615
61,United States,OR,Eugene,44.0505054,-123.0950506,716.3470084
1,United States,OR,Milton-Freewater,45.9324805,-118.3872395,980.6356731
1,United States,OR,Newberg,45.300596,-122.9725418,854.1671128
6,United States,OR,Newport,44.636755,-124.053442,791.4451424
34,United States,OR,Portland,45.5202471,-122.6741949,877.5020521
1,United States,OR,Reno,45.5980861,-122.7613142,886.3762722
8,United States,OR,Salem,44.9391565,-123.033121,814.398969
1,United States,OR,Washington,45.5601883,-123.0587907,883.3927456
1,United States,PA,Audubon,40.1311744,-75.42279892,4037.104879
13,United States,PA,Bethlehem,40.6178915,-75.3786521,4030.234449
4,United States,PA,Carlisle,40.201499,-77.1890783,3887.967964
1,United States,PA,Collegeville,40.1856597,-75.451571,4033.494163
1,United States,PA,Davis,40.7411755,-79.1586475,3713.150171
3,United States,PA,Easton,40.6916081,-75.2099866,4042.688417
1,United States,PA,Erie,42.1294712,-80.0852695,3615.669726
3,United States,PA,Harrisburg,40.2663107,-76.8861122,3911.962371
1,United States,PA,Huntingdon,40.3446332,-78.0281185,3814.908459
8,United States,PA,Indiana,40.6214551,-79.1525349,3715.764721
3,United States,PA,Kutztown,40.5173165,-75.7774177,3999.191906
3,United States,PA,Lancaster,40.03813,-76.3056686,3965.351314
2,United States,PA,Lewisburg,40.9645293,-76.8844101,3898.301164
5,United States,PA,Millersville,39.997998,-76.3545372,3962.135859
1,United States,PA,Monroeville,40.4211798,-79.7881025,3666.1552
1,United States,PA,Newtown Square,39.9868117,-75.4007633,4042.188358
1,United States,PA,Pasadena,42.063812,-80.215621,3605.772904
45,United States,PA,Philadelphia,39.9527237,-75.1635262,4062.801228
39,United States,PA,Pittsburgh,40.4416941,-79.9900861,3648.871877
1,United States,PA,Scranton,41.4086874,-75.6621294,3991.012767
1,United States,PA,Secane,39.9140013,-75.302131,4052.096449
1,United States,PA,Selinsgrove,40.8062437,-76.8607084,3903.286161
1,United States,PA,Slippery Rock,41.0639506,-80.0564468,3633.011936
8,United States,PA,State College,40.7944504,-77.8616386,3820.267723
120,United States,PA,University Park,40.8087493,-77.8585662,3820.260273
10,United States,PA,Villanova,40.0373323,-75.3490769,4045.366698
4,United States,PA,West Chester,39.9597213,-75.6059638,4025.637898
3,United States,PA,Wilkes Barre,41.2464824,-75.8817316,3975.961348
2,United States,PR,Arecibo,18.4702985,-66.7190726,5776.939515
1,United States,PR,Baymon,43.099504,-77.787835,3791.167257
8,United States,PR,Mayaguez,18.2011161,-67.1391124,5756.612554
1,United States,PR,Orlando,28.5421097,-81.3790388,3925.416938
2,United States,PR,Rio Piedras,18.3982494,-66.0527599,5839.939396
9,United States,PR,San Juan,18.465299,-66.116666,5830.206947
1,United States,PR,Utuado,18.2653557,-66.6999395,5791.223379
2,United States,RI,Kingston,41.4803791,-71.5225598,4329.45176
29,United States,RI,Narragansett,41.4501021,-71.4495005,4336.109151
1,United States,RI,North Kingstown,41.5514283,-71.4693875,4332.212625
70,United States,RI,Providence,41.8239891,-71.4128343,4330.833431
1,United States,RI,South Kingstown,41.456191,-71.5394738,4328.610064
5,United States,SC,Aiken,33.5598586,-81.721952,3683.73862
10,United States,SC,Charleston,32.7876012,-79.9402728,3868.977241
20,United States,SC,Clemson,34.6850749,-82.8364111,3547.486203
23,United States,SC,Columbia,34.0007493,-81.0343313,3728.513473
7,United States,SC,Conway,33.8360035,-79.0478143,3908.438306
3,United States,SC,Cordesville,33.1321144,-79.8834131,3860.944415
1,United States,SC,Florence,34.1984435,-79.7671658,3832.647338
1,United States,SC,Georgetown,33.376834,-79.2944965,3903.546726
1,United States,SC,Rock Hill,34.9248667,-81.0250784,3698.21743
1,United States,SC,Spartanburg,34.9498007,-81.9320157,3618.13064
1,United States,SC,Wadmalaw Island,32.6710134,-80.2345426,3847.565566
11,United States,SD,Brookings,44.311461,-96.79844,2267.092036
10,United States,SD,Rapid City,44.081176,-103.228006,1761.879851
19,United States,SD,Sioux Falls,43.5499749,-96.700327,2261.368392
1,United States,SD,Vermillion,42.7795273,-96.929101,2232.193655
1,United States,TN,Chattanooga,35.0456297,-85.3096801,3319.290575
1,United States,TN,Cookeville,36.1623886,-85.4997057,3270.558111
1,United States,TN,Humboldt,35.8197917,-88.9158953,2980.777909
31,United States,TN,Knoxville,35.9603948,-83.9210261,3413.890366
1,United States,TN,Martin,36.3433965,-88.850338,2973.042059
12,United States,TN,Memphis,35.1490215,-90.0516285,2899.560729
6,United States,TN,Murfreesboro,35.845999,-86.3920452,3201.189993
31,United States,TN,Nashville,36.1622296,-86.7743531,3159.226717
70,United States,TN,Oak Ridge,36.0103562,-84.2696449,3382.073209
1,United States,TN,Powell,36.0317472,-84.0279677,3402.555007
1,United States,TN,Sewanee,35.200644,-85.91952369,3261.120558
33,United States,TX,Arlington,32.701939,-97.10562483,2359.047867
214,United States,TX,Austin,30.2711286,-97.7436995,2410.660776
2,United States,TX,Beaumont,30.0860459,-94.1018461,2735.316546
1,United States,TX,Big Spring,32.250398,-101.4787356,1995.713211
1,United States,TX,Canyon,34.9798392,-101.9193395,1857.546612
115,United States,TX,College Station,30.6253463,-96.3271538,2516.272184
24,United States,TX,Corpus Christi,27.8002542,-97.3955744,2572.833439
1,United States,TX,Cypress,29.9691116,-95.6971686,2602.348387
22,United States,TX,Dallas,32.7762719,-96.7968559,2383.31044
2,United States,TX,Denton,33.1838787,-97.1413417,2337.708885
2,United States,TX,Edinburg,26.3013982,-98.1624501,2599.900292
35,United States,TX,El Paso,31.7600372,-106.487287,1592.400691
1,United States,TX,Fort Worth,32.753177,-97.3327459,2337.114112
5,United States,TX,Galveston,29.299328,-94.7945882,2713.771391
167,United States,TX,Houston,29.7589382,-95.3676974,2641.209561
1,United States,TX,Kingwood,30.0497077,-95.1846301,2642.887107
18,United States,TX,Lubbock,33.5778631,-101.8551665,1909.360599
1,United States,TX,McKinney,33.1976496,-96.6154471,2383.500062
1,United States,TX,Midland,31.9973662,-102.0779482,1955.212275
1,United States,TX,Norman,35.2225717,-97.4394816,2246.147486
4,United States,TX,Prairie View,30.0857916,-95.9907058,2571.23076
28,United States,TX,Richardson,32.9481789,-96.7297206,2382.683485
53,United States,TX,San Antonio,29.4246002,-98.4951405,2389.594747
3,United States,TX,San Marcos,29.8826436,-97.9405828,2413.177748
4,United States,TX,Spring,30.0798826,-95.4172549,2621.238124
1,United States,TX,Stephenville,32.2191836,-98.2130634,2281.355392
1,United States,TX,Sugar Land,29.6196787,-95.6349463,2625.017439
1,United States,TX,Tucson,32.2218917,-110.9262353,1204.937604
19,United States,TX,Waco,31.549333,-97.1466695,2403.040942
1,United States,TX,Wimberley,29.9976807,-98.0987896,2393.760486
45,United States,UT,Logan,41.7313447,-111.8348631,1012.546219
2,United States,UT,Moab,38.5738096,-109.5462146,1130.084732
1,United States,UT,North Logan,41.7693747,-111.8046654,1016.527612
2,United States,UT,Ogden,41.2230048,-111.9738429,980.6393018
4,United States,UT,Orem,40.2971825,-111.694943,972.1599332
7,United States,UT,Provo,40.2338438,-111.6585337,973.4476724
99,United States,UT,Salt Lake City,40.7670126,-111.8904308,970.6356009
13,United States,VA,Alexandria,38.8147596,-77.09024765,3927.472963
14,United States,VA,Arlington,38.8903961,-77.0841585,3926.155001
1,United States,VA,Ashland,37.7594012,-77.4806603,3921.220904
80,United States,VA,Blacksburg,37.2296566,-80.4136767,3683.479443
3,United States,VA,Chantilly,38.8941543,-77.4311513,3896.673392
43,United States,VA,Charlottesville,38.029306,-78.4766781,3829.023695
2,United States,VA,Chesapeake,36.7183708,-76.2466798,4056.697859
1,United States,VA,Davis,37.9187433,-79.2636444,3764.503445
1,United States,VA,Dulles,29.456179,-98.663407,2373.590781
46,United States,VA,Fairfax,38.8462236,-77.3063733,3908.396232
1,United States,VA,Falls Church,38.882334,-77.1710914,3918.987096
1,United States,VA,Front Royal,38.9178538,-78.1917718,3831.642447
3,United States,VA,Gloucester Point,37.2540351,-76.496899,4019.462098
95,United States,VA,Hampton,37.0300969,-76.3452057,4038.966332
3,United States,VA,Harrisonburg,38.4493315,-78.8688833,3785.158444
1,United States,VA,Hendon,35.4197896,-85.2416277,3314.04229
2,United States,VA,Lexington,37.7840208,-79.4428157,3752.566289
3,United States,VA,Lynchburg,37.40088,-79.18449239,3784.732824
2,United States,VA,Manassas,38.744947,-77.48244423,3895.914781
3,United States,VA,Newport News,36.9786449,-76.4321089,4033.017737
12,United States,VA,Norfolk,36.8462923,-76.2929252,4048.889305
1,United States,VA,Radford,37.1317924,-80.5764477,3672.036353
33,United States,VA,Reston,38.9584018,-77.3579743,3901.340354
7,United States,VA,Richmond,37.5385087,-77.43428,3931.175698
1,United States,VA,Roanoke,37.2738215,-79.96020215,3721.379006
2,United States,VA,Springfield,38.7890522,-77.1870368,3919.895387
2,United States,VA,Sterling,39.0016194,-77.4032011,3896.487659
1,United States,VA,Virginia,37.54032945,-77.43952616,3930.676518
1,United States,VA,Wallops Island,37.88387115,-75.45616657,4090.59414
4,United States,VA,Williamsburg,37.2708788,-76.7074042,4000.938223
1,United States,VA,Woodbridge,38.6595267,-77.2607332,3916.815019
1,United States,VA,Yorktown,37.2378875,-76.5080633,4018.968709
18,United States,VT,Burlington,44.4762975,-73.2135472,4139.422274
1,United States,VT,Grand Isle,44.706737,-73.3042618,4129.243793
3,United States,VT,Middlebury,44.0072736,-73.16330105,4150.010963
1,United States,VT,Montpelier,44.260445,-72.575684,4192.89724
1,United States,VT,Northfield,44.1486362,-72.6569682,4188.114486
1,United States,VT,Westford,44.6119942,-73.0087453,4153.758002
1,United States,WA,Bellevue,47.6144219,-122.1923372,1110.07408
18,United States,WA,Bellingham,48.7544012,-122.4788361,1236.746086
1,United States,WA,Bothell,47.7598697,-122.2068288,1126.227916
2,United States,WA,Camp Murray,47.1174101,-122.5681386,1054.814947
14,United States,WA,Ellensburg,46.9970635,-120.5451223,1052.221887
1,United States,WA,Kennewick,46.2083948,-119.1202072,991.1101782
1,United States,WA,La Conner,48.3935161,-122.4926471,1196.623808
1,United States,WA,LaConner,48.4210109,-122.4700931,1199.669059
3,United States,WA,Olympia,47.0451022,-122.8950075,1047.508259
2,United States,WA,Port Angeles,48.118146,-123.4307413,1169.072546
1,United States,WA,Poulsbo,47.7391366,-122.63928,1124.022747
32,United States,WA,Pullman,46.7304268,-117.173895,1098.818731
1,United States,WA,Puyallup,47.1849009,-122.2921406,1062.236804
4,United States,WA,Redmond,47.6694141,-122.1238767,1116.279937
1,United States,WA,Renton,47.4799078,-122.2034496,1095.107747
140,United States,WA,Richland,46.2778406,-119.2769067,995.0766638
226,United States,WA,Seattle,47.6038321,-122.3300624,1108.794994
1,United States,WA,Sequim,48.0849312,-123.1096706,1163.775309
2,United States,WA,Spokane,47.6579425,-117.4212265,1186.12928
9,United States,WA,Tacoma,47.2495798,-122.4398746,1069.41052
1,United States,WA,Toppenish,46.3775015,-120.3089383,987.4343048
24,United States,WA,Vancouver,45.6306954,-122.6744557,889.7730067
1,United States,WA,Vashon,47.4480496,-122.4606702,1091.484132
4,United States,WA,Walla Walla,46.0650381,-118.3302476,995.9701914
2,United States,WA,Winthrop,48.4779232,-120.1861956,1219.056045
3,United States,WI,Appleton,44.2611337,-88.4067604,2931.811345
2,United States,WI,Eau Claire,44.811349,-91.4984941,2691.679903
1,United States,WI,LaCrosse,43.8924367,-90.8384778,2735.016263
139,United States,WI,Madison,43.074761,-89.3837613,2848.807338
1,United States,WI,Middleton,43.0962919,-89.5119565,2838.414298
8,United States,WI,Milwaukee,43.0349931,-87.922497,2967.815732
1,United States,WI,South Range,46.6079956,-91.9835234,2684.191115
2,United States,WI,Stevens Point,44.5229223,-89.574111,2840.701039
1,United States,WI,Waukesha,43.0116784,-88.2314813,2942.631787
3,United States,WV,Athens,37.4223414,-81.0161994,3626.557484
1,United States,WV,Leetown,39.3484339,-77.9336081,3843.681597
16,United States,WV,Morgantown,39.6296809,-79.9559437,3666.947022
1,United States,WY,Jackson,43.4743205,-110.766091,1177.567457
54,United States,WY,Laramie,41.311367,-105.591101,1499.270646
1,United States,WY,Mammoth Hot Springs,44.9623847,-110.7144111,1270.505086
1,United States,WY,Mills,42.841927,-106.367935,1478.055563
1,United States,WY,Yellowstone National Park,44.6200885,-110.5607575,1258.687627
2,Uruguay,,Montevideo,-34.9059039,-56.1913569,10543.23967
1,Uzbekistan,,Tashkent,41.3123363,69.2787079,11183.36489
